release_build,eol_date,component,cell_value,status,source_row,source_component_col,source_cell
Release 32 | (Build 14.0.28.41847),Feb-2027,3D Visualization,Release 29 (14.0.5),Supported,381,Y,Y381
Release 32 | (Build 14.0.28.41847),Feb-2027,Simulation Management,Release 23 (14.0.2),Supported,383,H,H383
Release 32 | (Build 14.0.28.41847),Feb-2027,Component Engineering,Release 22 | (14.0.2),Certified,383,I,I383
Release 32 | (Build 14.0.28.41847),Feb-2027,Variant Management,Release 27 | (14.0.2),Supported,383,P,P383
Release 32 | (Build 14.0.28.41847),Feb-2027,Aras Portal,Release 14 | (14.14.32),Certified,383,T,T383
Release 32 | (Build 14.0.28.41847),Feb-2027,Reporting,Release 36 (14.0.3),Certified,383,AB,AB383
Release 32 | (Build 14.0.28.41847),Feb-2027,3D Visualization,Release 31 (14.0.6),Supported,384,Y,Y384
Release 32 | (Build 14.0.28.41847),Feb-2027,Office Connector,Release 31 (14.0.5),Supported,385,U,U385
Release 32 | (Build 14.0.28.41847),Feb-2027,Enterprise Search,Release 32 (14.0.3),Certified,385,X,X385
Release 32 | (Build 14.0.28.41847),Feb-2027,3D Visualization,Release 33 (14.0.7),Certified,387,Y,Y387
Release 32 | (Build 14.0.28.41847),Feb-2027,Reporting,Release 37 (14.0.4),Certified,388,AB,AB388
Release 32 | (Build 14.0.28.41847),Feb-2027,3D Visualization,Release 35 (14.0.8),Certified,390,Y,Y390
Release 33 | (Build 14.30.0.42172),May-2027,Product Engineering,Release 14 | (14.0.1),Certified,394,D,D394
Release 33 | (Build 14.30.0.42172),May-2027,Program Management,Release 14 | (14.0.1),Supported,394,E,E394
Release 33 | (Build 14.30.0.42172),May-2027,Requirements Engineering,Release 33 | (14.0.2),Certified,394,F,F394
Release 33 | (Build 14.30.0.42172),May-2027,Systems Architecture,Release 14 | (14.0.1),Supported,394,G,G394
Release 33 | (Build 14.30.0.42172),May-2027,Simulation Management,Release 14 (14.0.1),Supported,394,H,H394
Release 33 | (Build 14.30.0.42172),May-2027,Component Engineering,Release 14 | (14.0.1),Supported,394,I,I394
Release 33 | (Build 14.30.0.42172),May-2027,Technical Documentation,Release 14 | (14.0.1),Supported,394,J,J394
Release 33 | (Build 14.30.0.42172),May-2027,Quality Management System,Release 14 | (14.0.1),Supported,394,K,K394
Release 33 | (Build 14.30.0.42172),May-2027,Process Quality Binding,Release 14 | (14.0.1),Supported,394,L,L394
Release 33 | (Build 14.30.0.42172),May-2027,Manufacturing Process Planning,Release 33 | (14.0.3),Certified,394,M,M394
Release 33 | (Build 14.30.0.42172),May-2027,Digital Twin Core,Release 31 | (14.0.2),Supported,394,N,N394
Release 33 | (Build 14.30.0.42172),May-2027,Unified Change Management,Release 30 (14.1.0),Certified,394,O,O394
Release 33 | (Build 14.30.0.42172),May-2027,Variant Management,Release 22 (14.0.1),Supported,394,P,P394
Release 33 | (Build 14.30.0.42172),May-2027,High Tech Electronics,Release 33 | (14.0.2),Certified,394,Q,Q394
Release 33 | (Build 14.30.0.42172),May-2027,Supplier Management,Release 32 | (14.0.28.1.1),End of Life,394,R,R394
Release 33 | (Build 14.30.0.42172),May-2027,Aras ProAppDesigner,Release 14 | (14.14.32),Certified,394,S,S394
Release 33 | (Build 14.30.0.42172),May-2027,Aras Portal,Release 32 | (14.0.28.1.1),End of Life,394,T,T394
Release 33 | (Build 14.30.0.42172),May-2027,Office Connector,Release 24 (14.0.3),Supported,394,U,U394
Release 33 | (Build 14.30.0.42172),May-2027,Office Productivity Connector,Release 33 | (14.0.3),Certified,394,V,V394
Release 33 | (Build 14.30.0.42172),May-2027,Workspace Productivity Connector,Release 33 | (14.0.1),Certified,394,W,W394
Release 33 | (Build 14.30.0.42172),May-2027,Enterprise Search,Release 14 (14.0.1),Supported,394,X,X394
Release 33 | (Build 14.30.0.42172),May-2027,3D Visualization,Release 21 (14.0.3),Supported,394,Y,Y394
Release 33 | (Build 14.30.0.42172),May-2027,Process Engine,Release 18 | (14.0.1),Supported,394,Z,Z394
Release 33 | (Build 14.30.0.42172),May-2027,Event Handling Framework,Release 32 | (14.0.2),Supported,394,AA,AA394
Release 33 | (Build 14.30.0.42172),May-2027,Reporting,Release 28 (14.0.1),Supported,394,AB,AB394
Release 33 | (Build 14.30.0.42172),May-2027,OAuth Registry,Release 32 | (14.0.1),Supported,394,AC,AC394
Release 33 | (Build 14.30.0.42172),May-2027,AI Assistant,Release 35 [3] | (14.0.1),Certified,394,AD,AD394
Release 33 | (Build 14.30.0.42172),May-2027,Import Manager,Release 33 | (14.0.1),Certified,394,AE,AE394
Release 33 | (Build 14.30.0.42172),May-2027,Workflow UI,Release 37 (14.1.0),Certified,394,AF,AF394
Release 33 | (Build 14.30.0.42172),May-2027,IOM SDK,15.0.1,Certified,394,AG,AG394
Release 33 | (Build 14.30.0.42172),May-2027,Package Import/Export Utility,15.0.0,Certified,394,AH,AH394
Release 33 | (Build 14.30.0.42172),May-2027,3D Visualization,Release 26 (14.0.4),Supported,397,Y,Y397
Release 33 | (Build 14.30.0.42172),May-2027,Reporting,Release 29 (14.0.2),Supported,398,AB,AB398
Release 33 | (Build 14.30.0.42172),May-2027,Variant Management,Release 27 (14.0.2),Supported,399,P,P399
Release 33 | (Build 14.30.0.42172),May-2027,Office Connector,Release 27 (14.0.4),Supported,399,U,U399
Release 33 | (Build 14.30.0.42172),May-2027,Enterprise Search,Release 20 (14.0.2),Supported,399,X,X399
Release 33 | (Build 14.30.0.42172),May-2027,3D Visualization,Release 29 (14.0.5),Supported,400,Y,Y400
Release 33 | (Build 14.30.0.42172),May-2027,Simulation Management,Release 23 (14.0.2),Supported,402,H,H402
Release 33 | (Build 14.30.0.42172),May-2027,Component Engineering,Release 22 | (14.0.2),Certified,402,I,I402
Release 33 | (Build 14.30.0.42172),May-2027,Aras Portal,Release 14 | (14.14.32),Certified,402,T,T402
Release 33 | (Build 14.30.0.42172),May-2027,Reporting,Release 36 (14.0.3),Certified,402,AB,AB402
Release 33 | (Build 14.30.0.42172),May-2027,3D Visualization,Release 31 (14.0.6),Supported,403,Y,Y403
Release 33 | (Build 14.30.0.42172),May-2027,Variant Management,Release 33 (14.0.3),Certified,404,P,P404
Release 33 | (Build 14.30.0.42172),May-2027,Office Connector,Release 31 (14.0.5),Supported,404,U,U404
Release 33 | (Build 14.30.0.42172),May-2027,Enterprise Search,Release 32 (14.0.3),Supported,404,X,X404
Release 33 | (Build 14.30.0.42172),May-2027,3D Visualization,Release 33 (14.0.7),Certified,406,Y,Y406
Release 33 | (Build 14.30.0.42172),May-2027,Reporting,Release 37 (14.0.4),Certified,407,AB,AB407
Release 33 | (Build 14.30.0.42172),May-2027,3D Visualization,Release 35 (14.0.8),Certified,409,Y,Y409
Release 34 | (Build 14.34.0.43336),Aug-2027,Product Engineering,Release 14 | (14.0.1),Certified,413,D,D413
Release 34 | (Build 14.34.0.43336),Aug-2027,Program Management,Release 14 | (14.0.1),Supported,413,E,E413
Release 34 | (Build 14.34.0.43336),Aug-2027,Requirements Engineering,Release 33 | (14.0.2),Supported,413,F,F413
Release 34 | (Build 14.34.0.43336),Aug-2027,Systems Architecture,Release 14 | (14.0.1),Supported,413,G,G413
Release 34 | (Build 14.34.0.43336),Aug-2027,Simulation Management,Release 14 (14.0.1),Supported,413,H,H413
Release 34 | (Build 14.34.0.43336),Aug-2027,Component Engineering,Release 14 | (14.0.1),Supported,413,I,I413
Release 34 | (Build 14.34.0.43336),Aug-2027,Technical Documentation,Release 14 | (14.0.1),Supported,413,J,J413
Release 34 | (Build 14.34.0.43336),Aug-2027,Quality Management System,Release 14 | (14.0.1),Supported,413,K,K413
Release 34 | (Build 14.34.0.43336),Aug-2027,Process Quality Binding,Release 14 | (14.0.1),Supported,413,L,L413
Release 34 | (Build 14.34.0.43336),Aug-2027,Manufacturing Process Planning,Release 33 | (14.0.3),Supported,413,M,M413
Release 34 | (Build 14.34.0.43336),Aug-2027,Digital Twin Core,Release 31 | (14.0.2),Supported,413,N,N413
Release 34 | (Build 14.34.0.43336),Aug-2027,Unified Change Management,Release 30 (14.1.0),Certified,413,O,O413
Release 34 | (Build 14.34.0.43336),Aug-2027,Variant Management,Release 27 (14.0.2),Supported,413,P,P413
Release 34 | (Build 14.34.0.43336),Aug-2027,High Tech Electronics,Release 33 | (14.0.2),Certified,413,Q,Q413
Release 34 | (Build 14.34.0.43336),Aug-2027,Supplier Management,Release 32 | (14.0.28.1.1),End of Life,413,R,R413
Release 34 | (Build 14.34.0.43336),Aug-2027,Aras ProAppDesigner,Release 14 | (14.14.32),Certified,413,S,S413
Release 34 | (Build 14.34.0.43336),Aug-2027,Aras Portal,Release 32 | (14.0.28.1.1),End of Life,413,T,T413
Release 34 | (Build 14.34.0.43336),Aug-2027,Office Connector,Release 27 (14.0.4),Supported,413,U,U413
Release 34 | (Build 14.34.0.43336),Aug-2027,Office Productivity Connector,Release 33 | (14.0.3),Certified,413,V,V413
Release 34 | (Build 14.34.0.43336),Aug-2027,Workspace Productivity Connector,Release 33 | (14.0.1),Certified,413,W,W413
Release 34 | (Build 14.34.0.43336),Aug-2027,Enterprise Search,Release 20 (14.0.2),Supported,413,X,X413
Release 34 | (Build 14.34.0.43336),Aug-2027,3D Visualization,Release 29 (14.0.5),Supported,413,Y,Y413
Release 34 | (Build 14.34.0.43336),Aug-2027,Process Engine,Release 18 | (14.0.1),Supported,413,Z,Z413
Release 34 | (Build 14.34.0.43336),Aug-2027,Event Handling Framework,Release 32 | (14.0.2),Supported,413,AA,AA413
Release 34 | (Build 14.34.0.43336),Aug-2027,Reporting,Release 28 (14.0.1),Supported,413,AB,AB413
Release 34 | (Build 14.34.0.43336),Aug-2027,OAuth Registry,Release 32 | (14.0.1),Supported,413,AC,AC413
Release 34 | (Build 14.34.0.43336),Aug-2027,AI Assistant,Release 35 [3] | (14.0.1),Certified,413,AD,AD413
Release 34 | (Build 14.34.0.43336),Aug-2027,Import Manager,Release 33 | (14.0.1),Certified,413,AE,AE413
Release 34 | (Build 14.34.0.43336),Aug-2027,Workflow UI,Release 37 (14.1.0),Certified,413,AF,AF413
Release 34 | (Build 14.34.0.43336),Aug-2027,IOM SDK,15.0.1,Certified,413,AG,AG413
Release 34 | (Build 14.34.0.43336),Aug-2027,Package Import/Export Utility,15.0.0,Certified,413,AH,AH413
Release 34 | (Build 14.34.0.43336),Aug-2027,3D Visualization,Release 31 (14.0.6),Supported,417,Y,Y417
Release 34 | (Build 14.34.0.43336),Aug-2027,Reporting,Release 29 (14.0.2),Supported,417,AB,AB417
Release 34 | (Build 14.34.0.43336),Aug-2027,Simulation Management,Release 23 (14.0.2),Supported,421,H,H421
Release 34 | (Build 14.34.0.43336),Aug-2027,Component Engineering,Release 22 | (14.0.2),Certified,421,I,I421
Release 34 | (Build 14.34.0.43336),Aug-2027,Variant Management,Release 33 (14.0.3),Supported,421,P,P421
Release 34 | (Build 14.34.0.43336),Aug-2027,Aras Portal,Release 14 | (14.14.32),Certified,421,T,T421
Release 34 | (Build 14.34.0.43336),Aug-2027,Office Connector,Release 31 (14.0.5),Supported,421,U,U421
Release 34 | (Build 14.34.0.43336),Aug-2027,Enterprise Search,Release 32 (14.0.3),Supported,421,X,X421
Release 34 | (Build 14.34.0.43336),Aug-2027,3D Visualization,Release 33 (14.0.7),Supported,421,Y,Y421
Release 34 | (Build 14.34.0.43336),Aug-2027,Reporting,Release 36 (14.0.3),Certified,421,AB,AB421
Release 34 | (Build 14.34.0.43336),Aug-2027,3D Visualization,Release 35 (14.0.8),Certified,425,Y,Y425
Release 34 | (Build 14.34.0.43336),Aug-2027,Reporting,Release 37 (14.0.4),Certified,425,AB,AB425
Release 35 | (Build 14.35.0.43890),Nov-2027,Product Engineering,Release 14 | (14.0.1),Certified,429,D,D429
Release 35 | (Build 14.35.0.43890),Nov-2027,Program Management,Release 14 | (14.0.1),Supported,429,E,E429
Release 35 | (Build 14.35.0.43890),Nov-2027,Requirements Engineering,Release 33 | (14.0.2),Supported,429,F,F429
Release 35 | (Build 14.35.0.43890),Nov-2027,Systems Architecture,Release 14 | (14.0.1),Supported,429,G,G429
Release 35 | (Build 14.35.0.43890),Nov-2027,Simulation Management,Release 14 (14.0.1),Supported,429,H,H429
Release 35 | (Build 14.35.0.43890),Nov-2027,Component Engineering,Release 14 | (14.0.1),Supported,429,I,I429
Release 35 | (Build 14.35.0.43890),Nov-2027,Technical Documentation,Release 14 | (14.0.1),Supported,429,J,J429
Release 35 | (Build 14.35.0.43890),Nov-2027,Quality Management System,Release 14 | (14.0.1),Supported,429,K,K429
Release 35 | (Build 14.35.0.43890),Nov-2027,Process Quality Binding,Release 14 | (14.0.1),Supported,429,L,L429
Release 35 | (Build 14.35.0.43890),Nov-2027,Manufacturing Process Planning,Release 33 | (14.0.3),Supported,429,M,M429
Release 35 | (Build 14.35.0.43890),Nov-2027,Digital Twin Core,Release 31 | (14.0.2),Supported,429,N,N429
Release 35 | (Build 14.35.0.43890),Nov-2027,Unified Change Management,Release 30 (14.1.0),Certified,429,O,O429
Release 35 | (Build 14.35.0.43890),Nov-2027,Variant Management,Release 27 (14.0.2),Supported,429,P,P429
Release 35 | (Build 14.35.0.43890),Nov-2027,High Tech Electronics,Release 33 | (14.0.2),Certified,429,Q,Q429
Release 35 | (Build 14.35.0.43890),Nov-2027,Supplier Management,Release 32 | (14.0.28.1.1),End of Life,429,R,R429
Release 35 | (Build 14.35.0.43890),Nov-2027,Aras ProAppDesigner,Release 14 | (14.14.32),Certified,429,S,S429
Release 35 | (Build 14.35.0.43890),Nov-2027,Aras Portal,Release 32 | (14.0.28.1.1),End of Life,429,T,T429
Release 35 | (Build 14.35.0.43890),Nov-2027,Office Connector,Release 27 (14.0.4),Supported,429,U,U429
Release 35 | (Build 14.35.0.43890),Nov-2027,Office Productivity Connector,Release 33 | (14.0.3),Certified,429,V,V429
Release 35 | (Build 14.35.0.43890),Nov-2027,Workspace Productivity Connector,Release 33 | (14.0.1),Certified,429,W,W429
Release 35 | (Build 14.35.0.43890),Nov-2027,Enterprise Search,Release 20 (14.0.2),Supported,429,X,X429
Release 35 | (Build 14.35.0.43890),Nov-2027,3D Visualization,Release 29 (14.0.5),Supported,429,Y,Y429
Release 35 | (Build 14.35.0.43890),Nov-2027,Process Engine,Release 18 | (14.0.1),Supported,429,Z,Z429
Release 35 | (Build 14.35.0.43890),Nov-2027,Event Handling Framework,Release 32 | (14.0.2),Supported,429,AA,AA429
Release 35 | (Build 14.35.0.43890),Nov-2027,Reporting,Release 28 (14.0.1),Supported,429,AB,AB429
Release 35 | (Build 14.35.0.43890),Nov-2027,OAuth Registry,Release 32 | (14.0.1),Supported,429,AC,AC429
Release 35 | (Build 14.35.0.43890),Nov-2027,AI Assistant,Release 35 [3] | (14.0.1),Certified,429,AD,AD429
Release 35 | (Build 14.35.0.43890),Nov-2027,Import Manager,Release 33 | (14.0.1),Certified,429,AE,AE429
Release 35 | (Build 14.35.0.43890),Nov-2027,Workflow UI,Release 37 (14.1.0),Certified,429,AF,AF429
Release 35 | (Build 14.35.0.43890),Nov-2027,IOM SDK,15.0.1,Certified,429,AG,AG429
Release 35 | (Build 14.35.0.43890),Nov-2027,Package Import/Export Utility,15.0.0,Certified,429,AH,AH429
Release 35 | (Build 14.35.0.43890),Nov-2027,3D Visualization,Release 31 (14.0.6),Supported,433,Y,Y433
Release 35 | (Build 14.35.0.43890),Nov-2027,Reporting,Release 29 (14.0.2),Supported,433,AB,AB433
Release 35 | (Build 14.35.0.43890),Nov-2027,Simulation Management,Release 23 (14.0.2),Supported,437,H,H437
Release 35 | (Build 14.35.0.43890),Nov-2027,Component Engineering,Release 22 | (14.0.2),Certified,437,I,I437
Release 35 | (Build 14.35.0.43890),Nov-2027,Variant Management,Release 33 (14.0.3),Supported,437,P,P437
Release 35 | (Build 14.35.0.43890),Nov-2027,Aras Portal,Release 14 | (14.14.32),Certified,437,T,T437
Release 35 | (Build 14.35.0.43890),Nov-2027,Office Connector,Release 31 (14.0.5),Supported,437,U,U437
Release 35 | (Build 14.35.0.43890),Nov-2027,Enterprise Search,Release 32 (14.0.3),Supported,437,X,X437
Release 35 | (Build 14.35.0.43890),Nov-2027,3D Visualization,Release 33 (14.0.7),Supported,437,Y,Y437
Release 35 | (Build 14.35.0.43890),Nov-2027,Reporting,Release 36 (14.0.3),Certified,437,AB,AB437
Release 35 | (Build 14.35.0.43890),Nov-2027,3D Visualization,Release 35 (14.0.8),Certified,441,Y,Y441
Release 35 | (Build 14.35.0.43890),Nov-2027,Reporting,Release 37 (14.0.4),Certified,441,AB,AB441
Release 36 | (Build 14.36.0.44303),Feb-2028,Product Engineering,Release 14 | (14.0.1),Certified,445,D,D445
Release 36 | (Build 14.36.0.44303),Feb-2028,Program Management,Release 14 | (14.0.1),Supported,445,E,E445
Release 36 | (Build 14.36.0.44303),Feb-2028,Requirements Engineering,Release 33 | (14.0.2),Supported,445,F,F445
Release 36 | (Build 14.36.0.44303),Feb-2028,Systems Architecture,Release 14 | (14.0.1),Supported,445,G,G445
Release 36 | (Build 14.36.0.44303),Feb-2028,Simulation Management,Release 14 (14.0.1),Supported,445,H,H445
Release 36 | (Build 14.36.0.44303),Feb-2028,Component Engineering,Release 14 | (14.0.1),Supported,445,I,I445
Release 36 | (Build 14.36.0.44303),Feb-2028,Technical Documentation,Release 14 | (14.0.1),Supported,445,J,J445
Release 36 | (Build 14.36.0.44303),Feb-2028,Quality Management System,Release 14 | (14.0.1),Supported,445,K,K445
Release 36 | (Build 14.36.0.44303),Feb-2028,Process Quality Binding,Release 14 | (14.0.1),Supported,445,L,L445
Release 36 | (Build 14.36.0.44303),Feb-2028,Manufacturing Process Planning,Release 33 | (14.0.3),Supported,445,M,M445
Release 36 | (Build 14.36.0.44303),Feb-2028,Digital Twin Core,Release 31 | (14.0.2),Supported,445,N,N445
Release 36 | (Build 14.36.0.44303),Feb-2028,Unified Change Management,Release 30 (14.1.0),Certified,445,O,O445
Release 36 | (Build 14.36.0.44303),Feb-2028,Variant Management,Release 27 (14.0.2),Supported,445,P,P445
Release 36 | (Build 14.36.0.44303),Feb-2028,High Tech Electronics,Release 33 | (14.0.2),Certified,445,Q,Q445
Release 36 | (Build 14.36.0.44303),Feb-2028,Aras ProAppDesigner,Release 14 | (14.14.32),Certified,445,S,S445
Release 36 | (Build 14.36.0.44303),Feb-2028,Aras Portal,Release 14 | (14.14.32),Certified,445,T,T445
Release 36 | (Build 14.36.0.44303),Feb-2028,Office Connector,Release 27 (14.0.4),Supported,445,U,U445
Release 36 | (Build 14.36.0.44303),Feb-2028,Office Productivity Connector,Release 33 | (14.0.3),Certified,445,V,V445
Release 36 | (Build 14.36.0.44303),Feb-2028,Workspace Productivity Connector,Release 33 | (14.0.1),Certified,445,W,W445
Release 36 | (Build 14.36.0.44303),Feb-2028,Enterprise Search,Release 20 (14.0.2),Supported,445,X,X445
Release 36 | (Build 14.36.0.44303),Feb-2028,3D Visualization,Release 29 (14.0.5),Supported,445,Y,Y445
Release 36 | (Build 14.36.0.44303),Feb-2028,Process Engine,Release 18 | (14.0.1),Supported,445,Z,Z445
Release 36 | (Build 14.36.0.44303),Feb-2028,Event Handling Framework,Release 32 | (14.0.2),Supported,445,AA,AA445
Release 36 | (Build 14.36.0.44303),Feb-2028,Reporting,Release 28 (14.0.1),Supported,445,AB,AB445
Release 36 | (Build 14.36.0.44303),Feb-2028,OAuth Registry,Release 32 | (14.0.1),Supported,445,AC,AC445
Release 36 | (Build 14.36.0.44303),Feb-2028,AI Assistant,Release 35 [3] | (14.0.1),Supported,445,AD,AD445
Release 36 | (Build 14.36.0.44303),Feb-2028,Import Manager,Release 33 | (14.0.1),Certified,445,AE,AE445
Release 36 | (Build 14.36.0.44303),Feb-2028,Workflow UI,Release 37 (14.1.0),Certified,445,AF,AF445
Release 36 | (Build 14.36.0.44303),Feb-2028,IOM SDK,15.0.1,Supported,445,AG,AG445
Release 36 | (Build 14.36.0.44303),Feb-2028,Package Import/Export Utility,15.0.0,Certified,445,AH,AH445
Release 36 | (Build 14.36.0.44303),Feb-2028,3D Visualization,Release 31 (14.0.6),Supported,449,Y,Y449
Release 36 | (Build 14.36.0.44303),Feb-2028,Reporting,Release 29 (14.0.2),Supported,449,AB,AB449
Release 36 | (Build 14.36.0.44303),Feb-2028,Simulation Management,Release 23 (14.0.2),Supported,453,H,H453
Release 36 | (Build 14.36.0.44303),Feb-2028,Component Engineering,Release 22 | (14.0.2),Certified,453,I,I453
Release 36 | (Build 14.36.0.44303),Feb-2028,Variant Management,Release 33 (14.0.3),Supported,453,P,P453
Release 36 | (Build 14.36.0.44303),Feb-2028,Office Connector,Release 31 (14.0.5),Supported,453,U,U453
Release 36 | (Build 14.36.0.44303),Feb-2028,Enterprise Search,Release 32 (14.0.3),Supported,453,X,X453
Release 36 | (Build 14.36.0.44303),Feb-2028,3D Visualization,Release 33 (14.0.7),Supported,453,Y,Y453
Release 36 | (Build 14.36.0.44303),Feb-2028,Reporting,Release 36 (14.0.3),Certified,453,AB,AB453
Release 36 | (Build 14.36.0.44303),Feb-2028,3D Visualization,Release 35 (14.0.8),Certified,457,Y,Y457
Release 36 | (Build 14.36.0.44303),Feb-2028,Reporting,Release 37 (14.0.4),Certified,457,AB,AB457
Release 37 | (Build 14.37.0.44844),May-2028,Product Engineering,Release 14 | (14.0.1),Certified,461,D,D461
Release 37 | (Build 14.37.0.44844),May-2028,Program Management,Release 14 | (14.0.1),Supported,461,E,E461
Release 37 | (Build 14.37.0.44844),May-2028,Requirements Engineering,Release 33 | (14.0.2),Supported,461,F,F461
Release 37 | (Build 14.37.0.44844),May-2028,Systems Architecture,Release 14 | (14.0.1),Supported,461,G,G461
Release 37 | (Build 14.37.0.44844),May-2028,Simulation Management,Release 14 (14.0.1),Supported,461,H,H461
Release 37 | (Build 14.37.0.44844),May-2028,Component Engineering,Release 14 | (14.0.1),Supported,461,I,I461
Release 37 | (Build 14.37.0.44844),May-2028,Technical Documentation,Release 14 | (14.0.1),Supported,461,J,J461
Release 37 | (Build 14.37.0.44844),May-2028,Quality Management System,Release 14 | (14.0.1),Supported,461,K,K461
Release 37 | (Build 14.37.0.44844),May-2028,Process Quality Binding,Release 14 | (14.0.1),Supported,461,L,L461
Release 37 | (Build 14.37.0.44844),May-2028,Manufacturing Process Planning,Release 33 | (14.0.3),Supported,461,M,M461
Release 37 | (Build 14.37.0.44844),May-2028,Digital Twin Core,Release 31 | (14.0.2),Supported,461,N,N461
Release 37 | (Build 14.37.0.44844),May-2028,Unified Change Management,Release 30 (14.1.0),Certified,461,O,O461
Release 37 | (Build 14.37.0.44844),May-2028,Variant Management,Release 27 (14.0.2),Supported,461,P,P461
Release 37 | (Build 14.37.0.44844),May-2028,High Tech Electronics,Release 33 | (14.0.2),Supported,461,Q,Q461
Release 37 | (Build 14.37.0.44844),May-2028,Aras ProAppDesigner,Release 14 | (14.14.32),Supported,461,S,S461
Release 37 | (Build 14.37.0.44844),May-2028,Aras Portal,Release 14 | (14.14.32),Supported,461,T,T461
Release 37 | (Build 14.37.0.44844),May-2028,Office Connector,Release 27 (14.0.4),Supported,461,U,U461
Release 37 | (Build 14.37.0.44844),May-2028,Office Productivity Connector,Release 33 | (14.0.3),Supported,461,V,V461
Release 37 | (Build 14.37.0.44844),May-2028,Workspace Productivity Connector,Release 33 | (14.0.1),Supported,461,W,W461
Release 37 | (Build 14.37.0.44844),May-2028,Enterprise Search,Release 20 (14.0.2),Supported,461,X,X461
Release 37 | (Build 14.37.0.44844),May-2028,3D Visualization,Release 29 (14.0.5),Supported,461,Y,Y461
Release 37 | (Build 14.37.0.44844),May-2028,Process Engine,Release 18 | (14.0.1),Supported,461,Z,Z461
Release 37 | (Build 14.37.0.44844),May-2028,Event Handling Framework,Release 32 | (14.0.2),Supported,461,AA,AA461
Release 37 | (Build 14.37.0.44844),May-2028,Reporting,Release 28 (14.0.1),Supported,461,AB,AB461
Release 37 | (Build 14.37.0.44844),May-2028,OAuth Registry,Release 32 | (14.0.1),Supported,461,AC,AC461
Release 37 | (Build 14.37.0.44844),May-2028,AI Assistant,Release 35 [3] | (14.0.1),Supported,461,AD,AD461
Release 37 | (Build 14.37.0.44844),May-2028,Import Manager,Release 33 | (14.0.1),Supported,461,AE,AE461
Release 37 | (Build 14.37.0.44844),May-2028,Workflow UI,Release 37 (14.1.0),Certified,461,AF,AF461
Release 37 | (Build 14.37.0.44844),May-2028,IOM SDK,15.0.1,Supported,461,AG,AG461
Release 37 | (Build 14.37.0.44844),May-2028,Package Import/Export Utility,15.0.0,Supported,461,AH,AH461
Release 37 | (Build 14.37.0.44844),May-2028,3D Visualization,Release 31 (14.0.6),Supported,465,Y,Y465
Release 37 | (Build 14.37.0.44844),May-2028,Reporting,Release 29 (14.0.2),Supported,465,AB,AB465
Release 37 | (Build 14.37.0.44844),May-2028,Simulation Management,Release 23 (14.0.2),Supported,469,H,H469
Release 37 | (Build 14.37.0.44844),May-2028,Component Engineering,Release 22 | (14.0.2),Supported,469,I,I469
Release 37 | (Build 14.37.0.44844),May-2028,Variant Management,Release 33 (14.0.3),Supported,469,P,P469
Release 37 | (Build 14.37.0.44844),May-2028,Office Connector,Release 31 (14.0.5),Supported,469,U,U469
Release 37 | (Build 14.37.0.44844),May-2028,Enterprise Search,Release 32 (14.0.3),Supported,469,X,X469
Release 37 | (Build 14.37.0.44844),May-2028,3D Visualization,Release 33 (14.0.7),Supported,469,Y,Y469
Release 37 | (Build 14.37.0.44844),May-2028,Reporting,Release 36 (14.0.3),Supported,469,AB,AB469
Release 37 | (Build 14.37.0.44844),May-2028,3D Visualization,Release 35 (14.0.8),Supported,473,Y,Y473
Release 37 | (Build 14.37.0.44844),May-2028,Reporting,Release 37 (14.0.4),Certified,473,AB,AB473
